Title,Release Date,Language,Runtime,Revenue,Budget,Genre,Year,Month,Day,User rating,Rated,Profit
Next Friday,2000-01-12,en,98.0,59827328,11000000,Comedy,2000,1,12,6.2,R,-5213764
You Only Live Twice,1967-06-12,en,117.0,111584787,9500000,Action,1967,6,12,6.9,PG,48827328
Amour,2012-07-01,fr,127.0,19839492,8900000,Drama,2012,7,1,7.9,PG-13,102084787
Poltergeist III,1988-06-10,en,98.0,14144000,10500000,Horror,1988,6,10,4.7,PG-13,10939492
"It's a Mad, Mad, Mad, Mad World",1963-11-07,en,163.0,60000000,9400000,Action,1963,11,7,7.5,G,3644000
Volver,2006-03-16,es,121.0,85582407,12899867,Comedy,2006,3,16,7.6,R,50600000
Melancholia,2011-05-26,da,136.0,21817298,7400000,Drama,2011,5,26,7.2,R,72682540
Alien,1979-05-25,en,117.0,104931801,11000000,Horror,1979,5,25,8.4,R,14417298
The Runaways,2010-03-19,en,106.0,2995811,10000000,Drama,2010,3,19,6.5,R,93931801
Fiddler on the Roof,1971-11-03,en,181.0,83304330,9000000,Drama,1971,11,3,8.0,G,-7004189
Thunderball,1965-12-16,en,130.0,141195658,5500000,Adventure,1965,12,16,7.0,PG,74304330
Mine vaganti,2010-02-12,it,110.0,8220215,7000000,Comedy,2010,2,12,No Rating,No Rating,135695658
Set It Off,1996-11-06,en,118.0,41590886,9000000,Drama,1996,11,6,6.9,R,1220215
The Best Man,1999-10-22,en,120.0,34573780,9000000,Drama,1999,10,22,6.8,R,32590886
Child's Play,1988-11-08,en,87.0,44196684,9000000,Horror,1988,11,8,6.6,R,25573780
Sicko,2007-05-18,en,123.0,24538513,9000000,Documentary,2007,5,18,7.9,PG-13,35196684
The Purge: Anarchy,2014-07-17,en,104.0,108782847,9000000,Horror,2014,7,17,6.4,R,15538513
Harold & Kumar Go to White Castle,2004-05-30,en,88.0,23936908,9000000,Comedy,2004,5,30,5.5,PG-13,99782847
Boiler Room,2000-02-18,en,118.0,28780255,26000000,Crime,2000,2,18,7.0,R,14936908
Trading Places,1983-06-07,en,116.0,90400000,40600000,Comedy,1983,6,7,7.5,R,2780255
Black Christmas,2006-12-25,en,84.0,21510851,9000000,Horror,2006,12,25,7.2,R,49800000
The Way of the Gun,2000-09-08,en,119.0,19125401,8500000,Action,2000,9,8,6.7,R,12510851
Igby Goes Down,2002-09-13,en,97.0,4777465,9000000,Comedy,2002,9,13,6.9,R,10625401
PCU,1994-04-29,en,79.0,4350774,9000000,Comedy,1994,4,29,6.6,PG-13,-4222535
Gracie,2007-06-01,en,97.0,2955039,9000000,Drama,2007,6,1,6.1,PG-13,-4649226
Glee: The Concert Movie,2011-08-11,en,84.0,18663238,9000000,Documentary,2011,8,11,No Rating,No Rating,-6044961
Barbecue,2014-04-30,fr,98.0,14348529,6000000,Comedy,2014,4,30,6.1,Not Rated,9663238
Undiscovered,2005-08-26,en,97.0,1046166,9000000,Comedy,2005,8,26,4.3,PG-13,8348529
Crocodile Dundee,1986-09-26,en,97.0,328203506,5000000,Adventure,1986,9,26,6.6,PG-13,-7953834
Awake,2007-11-28,en,84.0,14373825,86000000,Thriller,2007,11,28,6.5,R,323203506
The Lost Boys,1987-07-31,en,97.0,32222567,8500000,Horror,1987,7,31,7.3,R,-71626175
Crazy Heart,2009-12-16,en,112.0,39462438,7000000,Drama,2009,12,16,7.2,R,23722567
The Rose,1979-11-07,en,125.0,29174648,9250000,Drama,1979,11,7,7.0,R,32462438
Baggage Claim,2013-09-27,en,96.0,22456509,8500000,Comedy,2013,9,27,5.1,PG-13,19924648
Barbarella,1968-10-10,en,98.0,2500000,9000000,Science,1968,10,10,5.9,Approved,13956509
The Namesake,2006-09-02,en,122.0,20138836,12000000,Drama,2006,9,2,7.5,PG-13,-6500000
The DUFF,2015-02-20,en,100.0,43528634,8500000,Romance,2015,2,20,6.5,PG-13,8138836
Glitter,2001-09-21,en,104.0,5271666,22000000,Drama,2001,9,21,2.2,PG-13,35028634
Bright Star,2009-11-05,en,119.0,4440055,8500000,Drama,2009,11,5,6.9,PG,-16728334
My Name Is Khan,2010-02-12,en,145.0,42345360,12000000,Drama,2010,2,12,8.0,PG-13,-4059945
All Is Lost,2013-10-18,en,106.0,6108720,9000000,Action,2013,10,18,6.9,PG-13,30345360
Limbo,1999-06-04,en,126.0,1997807,8000000,Adventure,1999,6,4,6.9,R,-2891280
The Wind That Shakes the Barley,2006-05-18,en,124.0,22889018,6500000,Drama,2006,5,18,7.5,Not Rated,-6002193
Yeh Jawaani Hai Deewani,2013-05-31,hi,159.0,46000000,7700000,Romance,2013,5,31,7.1,Not Rated,16389018
Pulp Fiction,1994-10-08,en,154.0,213928762,8000000,Thriller,1994,10,8,8.9,R,38300000
Nightcrawler,2014-10-23,en,117.0,38697217,8500000,Crime,2014,10,23,7.9,R,21750000
Club Dread,2004-02-27,en,104.0,5001655,8500000,Comedy,2004,2,27,5.7,R,205928762
The Sound of Music,1965-03-02,en,174.0,286214286,8200000,Drama,1965,3,2,8.0,G,30197217
Splash,1984-03-09,en,111.0,69821334,8000000,Comedy,1984,3,9,6.2,PG,-3498345
Little Miss Sunshine,2006-07-26,en,102.0,100523181,8000000,Comedy,2006,7,26,7.8,R,278014286
Stand by Me,1986-08-22,en,89.0,52287414,8000000,Crime,1986,8,22,8.1,R,61821334
28 Days Later,2002-10-31,en,113.0,82719885,5000000,Horror,2002,10,31,7.6,R,92523181
Escape from Alcatraz,1979-06-22,en,111.0,43000000,8000000,Crime,1979,6,22,7.6,PG,44287414
Brown Sugar,2002-10-05,en,109.0,27362712,8000000,Comedy,2002,10,5,6.5,PG-13,77719885
50/50,2011-09-30,en,100.0,39187783,8000000,Comedy,2011,9,30,7.6,R,35000000
That Awkward Moment,2014-01-29,en,94.0,26049082,8000000,Comedy,2014,1,29,6.1,R,19362712
On Her Majesty's Secret Service,1969-12-12,en,142.0,81974493,6500000,Adventure,1969,12,12,6.7,PG,31187783
New Nightmare,1994-10-13,en,112.0,18090181,14000000,Horror,1994,10,13,6.4,R,18049082
Drive Me Crazy,1999-10-01,en,91.0,22593409,8000000,Drama,1999,10,1,5.8,PG-13,75474493
Akeelah and the Bee,2006-04-28,en,112.0,18948425,8000000,Drama,2006,4,28,7.3,PG,4090181
Half Baked,1998-01-16,en,82.0,17460020,8000000,Comedy,1998,1,16,6.7,R,14593409
New in Town,2009-01-30,en,97.0,29010817,8000000,Comedy,2009,1,30,5.6,PG,10948425
American Psycho,2000-04-13,en,102.0,34266564,7000000,Thriller,2000,4,13,7.6,R,9460020
The Good Girl,2002-01-12,en,93.0,16856124,8000000,Drama,2002,1,12,6.4,R,21010817
Bon Cop Bad Cop,2006-07-06,fr,116.0,12671300,8000000,Action,2006,7,6,6.8,R,27266564
The Boondock Saints II: All Saints Day,2009-11-24,en,118.0,10629321,8000000,Action,2009,11,24,6.3,R,8856124
Easy A,2010-09-10,en,92.0,74952305,8000000,Comedy,2010,9,10,7.0,PG-13,4671300
Shadow of the Vampire,2000-05-15,en,92.0,8279017,8000000,Drama,2000,5,15,6.9,R,2629321
Prom,2011-04-29,en,104.0,10130000,8000000,Comedy,2011,4,29,5.4,PG,66952305
Anomalisa,2015-12-30,en,90.0,5659286,8000000,Animation,2015,12,30,7.3,R,279017
Another Year,2010-11-05,en,129.0,18124262,8000000,Comedy,2010,11,5,7.3,PG-13,2130000
Showdown in Little Tokyo,1991-08-23,en,79.0,2275557,8000000,Action,1991,8,23,6.1,R,-2340714
It's Kind of a Funny Story,2010-07-06,en,101.0,6491240,8000000,Comedy,2010,7,6,7.1,PG-13,10124262
Begin Again,2013-09-07,en,104.0,63464861,8000000,Comedy,2013,9,7,7.4,R,-5724443
Wild Target,2010-06-17,en,98.0,3453043,8000000,Action,2010,6,17,6.8,PG-13,-1508760
Maurice Richard,2005-10-25,fr,124.0,2019009,8000000,Drama,2005,10,25,7.2,N/A,55464861
Swimming Pool,2003-05-18,en,102.0,22441323,7800000,Thriller,2003,5,18,6.7,R,-4546957
Driving Miss Daisy,1989-12-13,en,99.0,145793296,7500000,Comedy,1989,12,13,7.4,PG,-5980991
紅番區,1995-01-30,cn,91.0,32392047,7500000,Crime,1995,1,30,No Rating,No Rating,14641323
Thank You for Smoking,2005-09-05,en,92.0,24793509,6500000,Comedy,2005,9,5,7.6,R,138293296
Hostel: Part II,2007-06-08,en,93.0,35619521,10200000,Horror,2007,6,8,5.5,R,24892047
An Education,2009-10-29,en,100.0,26096852,7500000,Drama,2009,10,29,7.3,PG-13,18293509
Shopgirl,2005-10-21,en,104.0,11588205,10284523,Comedy,2005,10,21,6.3,R,25419521
Narc,2002-01-14,en,105.0,12633747,6500000,Action,2002,1,14,7.1,R,18596852
Men with Brooms,2002-09-20,en,102.0,4245870,7500000,Comedy,2002,9,20,5.7,R,1303682
The Work and the Glory,2004-11-24,en,110.0,3347647,7500000,Drama,2004,11,24,6.9,PG,6133747
Extract,2009-09-03,en,92.0,10848783,8000000,Comedy,2009,9,3,6.1,R,-3254130
Albert Nobbs,2011-12-21,en,113.0,5634828,8000000,Drama,2011,12,21,6.7,R,-4152353
Die Welle,2008-03-11,de,107.0,19000000,7500000,Drama,2008,3,11,No Rating,No Rating,2848783
The Neon Demon,2016-06-08,en,117.0,1333124,7000000,Thriller,2016,6,8,6.2,R,-2365172
Harry Brown,2009-11-11,en,103.0,10329747,7300000,Thriller,2009,11,11,7.2,R,11500000
Juno,2007-12-05,en,96.0,231411584,7500000,Comedy,2007,12,5,7.4,PG-13,-5666876
Diamonds Are Forever,1971-12-13,en,120.0,116019547,7200000,Adventure,1971,12,13,6.6,PG,3029747
The Godfather,1972-03-14,en,175.0,245066411,6000000,Drama,1972,3,14,9.2,R,223911584
Flashdance,1983-04-14,en,95.0,92921203,4000000,Drama,1983,4,14,6.2,R,108819547
(500) Days of Summer,2009-07-17,en,95.0,60722734,7500000,Comedy,2009,7,17,7.8,Not Rated,239066411
The Piano,1993-05-19,en,121.0,116700000,7000000,Drama,1993,5,19,7.6,R,88921203
Magic Mike,2012-06-28,en,110.0,167221571,7000000,Drama,2012,6,28,6.1,R,53222734
Live and Let Die,1973-07-05,en,121.0,161777836,7000000,Adventure,1973,7,5,6.8,PG,109700000
Jumping the Broom,2011-05-06,en,112.0,37710610,6600000,Comedy,2011,5,6,5.7,PG-13,160221571
"Good Night, and Good Luck.",2005-09-16,en,93.0,54600000,7000000,Drama,2005,9,16,7.4,PG,154777836
Capote,2005-09-30,en,114.0,49084830,7000000,Crime,2005,9,30,7.3,R,31110610
Desperado,1995-08-25,en,104.0,25405445,7000000,Thriller,1995,8,25,7.2,R,47600000
Logan's Run,1976-06-23,en,119.0,25000000,9000000,Adventure,1976,6,23,6.8,PG,42084830
The Man with the Golden Gun,1974-12-01,en,125.0,97572000,7000000,Adventure,1974,12,1,6.8,PG,18405445
Action Jackson,1988-02-12,en,96.0,20256975,7000000,Action,1988,2,12,5.5,R,16000000
Devil's Due,2014-01-08,en,89.0,36433975,7000000,Horror,2014,1,8,4.1,R,90572000
Flirting with Disaster,1996-03-22,en,92.0,14702438,7000000,Comedy,1996,3,22,6.7,R,13256975
In Too Deep,1999-08-25,en,97.0,14011454,7000000,Drama,1999,8,25,6.3,R,29433975
House of 1000 Corpses,2003-04-11,en,89.0,16829545,7000000,Horror,2003,4,11,6.1,R,7702438
A Serious Man,2009-10-02,en,105.0,31430334,7000000,Comedy,2009,10,2,7.0,R,7011454
Beyond the Lights,2014-09-10,en,116.0,14618727,7000000,Romance,2014,9,10,6.9,PG-13,9829545
The Last Temptation of Christ,1988-08-12,en,164.0,8373585,7000000,Drama,1988,8,12,7.6,R,24430334
Outside Providence,1999-08-16,en,96.0,7292175,7000000,Romance,1999,8,16,6.4,R,7618727
The Other Side of Heaven,2001-04-12,en,113.0,4720371,7000000,Action,2001,4,12,6.4,PG,1373585
Veer-Zaara,2004-11-12,hi,192.0,29385320,7000000,Drama,2004,11,12,7.8,Not Rated,292175
Auto Focus,2002-10-18,en,104.0,2062066,7000000,Drama,2002,10,18,6.6,R,-2279629
We Need to Talk About Kevin,2011-09-28,en,112.0,6038942,7000000,Drama,2011,9,28,7.5,R,22385320
Losin' It,1983-04-08,en,100.0,1246141,7000000,Comedy,1983,4,8,4.9,R,-4937934
I Hope They Serve Beer in Hell,2009-09-25,en,106.0,1429299,7000000,Comedy,2009,9,25,5.3,R,-961058
Трудно быть богом,2013-02-27,ru,170.0,1310673,7000000,Drama,2013,2,27,No Rating,No Rating,-5753859
Снежная королева,2012-10-11,ru,76.0,12400000,7000000,Animation,2012,10,11,No Rating,No Rating,-5570701
Stargate: The Ark of Truth,2008-03-11,en,97.0,8900000,7000000,Adventure,2008,3,11,7.4,Not Rated,-5689327
Dazed and Confused,1993-09-24,en,102.0,7993039,6900000,Comedy,1993,9,24,7.6,R,5400000
House at the End of the Street,2012-09-21,en,101.0,44287131,6900000,Horror,2012,9,21,5.6,PG-13,1900000
Incendies,2010-09-04,fr,130.0,7103838,6800000,Drama,2010,9,4,8.3,R,1093039
Annabelle,2014-10-02,en,99.0,255273813,6500000,Horror,2014,10,2,5.4,R,37387131
Boyz n the Hood,1991-07-12,en,112.0,57504069,6500000,Crime,1991,7,12,7.7,R,303838
La Bamba,1987-07-24,en,108.0,54215416,6500000,Drama,1987,7,24,6.9,PG-13,248773813
Dressed to Kill,1980-06-25,en,105.0,31899000,6500000,Horror,1980,6,25,7.1,R,51004069
Go,1999-04-09,en,98.0,28451622,6500000,Crime,1999,4,9,7.2,R,47715416
Friends with Money,2006-09-07,en,88.0,13368437,6500000,Comedy,2006,9,7,5.7,R,25399000
The Andromeda Strain,1971-03-12,en,131.0,12376563,6500000,Science,1971,3,12,7.2,G,21951622
Shame,2011-10-02,en,100.0,17693675,6500000,Drama,2011,10,2,7.2,NC-17,6868437
Layer Cake,2004-09-30,en,105.0,11850214,6500000,Drama,2004,9,30,7.3,R,5876563
The Work and the Glory II: American Zion,2005-10-21,en,100.0,2025032,6500000,Drama,2005,10,21,6.6,PG-13,11193675
The East,2013-05-31,en,116.0,2401510,6500000,Drama,2013,5,31,6.8,PG-13,5350214
A Home at the End of the World,2004-07-23,en,96.0,1548955,6500000,Romance,2004,7,23,6.7,R,-4474968
The Messenger,2009-11-13,en,113.0,1521261,6500000,Drama,2009,11,13,7.1,R,-4098490
The Terminator,1984-10-26,en,108.0,78371200,6400000,Action,1984,10,26,8.0,R,-4951045
"Good bye, Lenin!",2003-02-09,de,121.0,79384880,4800000,Comedy,2003,2,9,7.7,R,-4978739
The Return of the Living Dead,1985-05-15,en,91.0,14237000,4000000,Comedy,1985,5,15,7.3,R,71971200
Mallrats,1995-10-20,en,94.0,2122561,6000000,Romance,1995,10,20,7.1,R,74584880
Grease,1978-07-07,en,110.0,181813770,6000000,Romance,1978,7,7,7.2,PG,10237000
Platoon,1986-12-18,en,120.0,138530565,6000000,Drama,1986,12,18,8.1,R,-3877439
Fahrenheit 9/11,2004-06-25,en,122.0,119114517,6000000,Documentary,2004,6,25,7.5,R,175813770
Butch Cassidy and the Sundance Kid,1969-09-23,en,110.0,102308889,6000000,History,1969,9,23,8.0,PG,132530565
Mary Poppins,1964-08-27,en,139.0,102272727,6000000,Comedy,1964,8,27,7.8,G,113114517
West Side Story,1961-10-18,en,152.0,43656822,6000000,Crime,1961,10,18,7.5,Not Rated,96308889
Caddyshack,1980-07-25,en,98.0,39846344,6000000,Comedy,1980,7,25,7.3,R,96272727
The Wood,1999-07-16,en,106.0,25059640,6000000,Comedy,1999,7,16,7.0,R,37656822
The Usual Suspects,1995-07-19,en,106.0,23341568,6000000,Drama,1995,7,19,8.5,R,33846344
A Nightmare on Elm Street 5: The Dream Child,1989-08-11,en,89.0,22168359,8000000,Horror,1989,8,11,5.2,R,19059640
National Lampoon’s Van Wilder,2002-03-29,en,92.0,38275483,5000000,Comedy,2002,3,29,No Rating,No Rating,17341568
The Wrestler,2008-09-07,en,109.0,44703995,6000000,Drama,2008,9,7,7.9,R,14168359
Escape from New York,1981-05-22,en,99.0,50244700,6000000,Science,1981,5,22,7.2,R,33275483
Daddy Day Camp,2007-08-08,en,89.0,18197398,6000000,Comedy,2007,8,8,3.1,PG,38703995
一個好人,1997-01-31,cn,113.0,18814720,12716953,Crime,1997,1,31,No Rating,No Rating,14400000
A Mighty Wind,2003-04-16,en,91.0,18750246,6000000,Comedy,2003,4,16,7.2,PG-13,44244700
Sliding Doors,1998-04-23,en,99.0,58000000,6000000,Comedy,1998,4,23,6.7,PG-13,12197398
Tales from the Hood,1995-05-24,en,98.0,12000000,6000000,Crime,1995,5,24,6.3,R,6097767
The Last King of Scotland,2006-09-01,en,121.0,48027970,6000000,Drama,2006,9,1,7.7,R,12750246
Halloween 5: The Revenge of Michael Myers,1989-10-12,en,96.0,11642254,5000000,Horror,1989,10,12,5.2,R,52000000
Bernie,2012-04-27,en,100.0,9206470,5000000,Comedy,2012,4,27,6.8,PG-13,6000000
Dolphins and Whales: Tribes of the Ocean,2008-02-15,en,42.0,7518876,6000000,Documentary,2008,2,15,No Rating,No Rating,42027970
200 Cigarettes,1999-02-26,en,101.0,6852450,6000000,Comedy,1999,2,26,6.0,R,6642254
The Words,2012-09-07,en,96.0,13231461,6000000,Drama,2012,9,7,7.0,PG-13,4206470
City Island,2009-03-06,en,104.0,6670712,6000000,Drama,2009,3,6,7.4,PG-13,1518876
The Guard,2011-07-07,en,96.0,19560274,6000000,Action,2011,7,7,7.3,R,852450
College,2008-08-28,en,94.0,6230276,7000000,Comedy,2008,8,28,4.6,R,7231461
The Virgin Suicides,1999-04-21,en,97.0,10409377,6000000,Drama,1999,4,21,7.2,R,670712
Wish I Was Here,2014-01-18,en,120.0,5483299,5500000,Drama,2014,1,18,6.7,R,13560274
Simply Irresistible,1999-02-05,en,95.0,4398989,6000000,Comedy,1999,2,5,5.3,PG-13,-769724
Only the Strong,1993-08-27,en,99.0,3283371,6000000,Action,1993,8,27,6.7,PG-13,4409377
Shattered Glass,2003-11-14,en,94.0,2944752,6000000,Drama,2003,11,14,7.1,PG-13,-16701
Novocaine,2001-11-23,en,95.0,2025238,6000000,Comedy,2001,11,23,5.8,R,-1601011
The Wackness,2008-07-03,en,99.0,2899975,6000000,Drama,2008,7,3,7.0,R,-2716629
Videodrome,1983-02-04,en,87.0,2120439,5952000,Horror,1983,2,4,7.2,R,-3055248
L'Auberge espagnole,2002-05-17,fr,122.0,3897799,5300000,Drama,2002,5,17,7.3,R,-3974762
The Train,1964-09-21,en,133.0,6800000,5800000,Action,1964,9,21,7.8,Not Rated,-3100025
ต้มยำกุ้ง,2005-08-11,th,108.0,27165581,6000000,Action,2005,8,11,No Rating,No Rating,-3831561
Bend It Like Beckham,2002-04-11,en,112.0,76578641,3500159,Comedy,2002,4,11,6.6,PG-13,-1402201
Crossover,2006-09-01,en,95.0,7000000,5800000,Action,2006,9,1,2.1,PG-13,1000000
[REC]²,2009-09-15,es,85.0,18469680,5600000,Thriller,2009,9,15,7.4,R,21165581
The Sting,1973-12-25,en,129.0,159616327,5500000,Comedy,1973,12,25,8.3,PG,73078482
Chariots of Fire,1981-05-15,en,123.0,58972904,5500000,Drama,1981,5,15,7.2,PG,1200000
High Plains Drifter,1973-04-19,en,105.0,15700000,5500000,Western,1973,4,19,7.5,R,12869680
Galaxina,1980-06-06,en,95.0,4865000,5500000,Comedy,1980,6,6,3.7,R,154116327
Mambo Italiano,2003-06-06,en,92.0,3031801,4361898,Comedy,2003,6,6,6.7,R,53472904
Wonderland,2003-10-23,en,104.0,2466444,5000000,Crime,2003,10,23,6.6,R,10200000
Do the Right Thing,1989-06-30,en,120.0,37295445,6500000,Drama,1989,6,30,7.9,R,-635000
Rang De Basanti,2006-01-26,hi,157.0,11502151,2200000,Drama,2006,1,26,8.2,Not Rated,-1330097
Miss Julie,2014-09-07,en,120.0,5000000,5500000,Drama,2014,9,7,5.4,PG-13,-2533556
Saw II,2005-10-28,en,92.0,152925093,4000000,Horror,2005,10,28,6.6,R,30795445
10 Cloverfield Lane,2016-03-10,en,103.0,108286421,15000000,Thriller,2016,3,10,7.2,PG-13,9302151
Jackass: The Movie,2002-10-21,en,87.0,64282312,5000000,Documentary,2002,10,21,6.6,R,-500000
Lights Out,2016-07-21,en,81.0,44107032,4900000,Horror,2016,7,21,6.3,PG-13,148925093
Paranormal Activity 3,2011-10-19,en,83.0,205703818,5000000,Horror,2011,10,19,5.8,R,93286421
Ouija,2014-10-24,en,89.0,103590271,5000000,Horror,2014,10,24,4.5,PG-13,59282312
A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,en,96.0,44793222,5000000,Horror,1987,2,27,6.6,R,39207032
No se Aceptan Devoluciones,2013-07-20,es,115.0,99067206,5500000,Comedy,2013,7,20,N/A,N/A,200703818
Paranormal Activity 4,2012-10-17,en,95.0,142817992,5000000,Horror,2012,10,17,4.6,R,98590271
The Return of the Pink Panther,1975-05-21,en,113.0,41833347,5000000,Comedy,1975,5,21,7.1,G,39793222
Freddy's Dead: The Final Nightmare,1991-09-05,en,89.0,34872033,11000000,Horror,1991,9,5,4.9,R,93567206
Monster,2003-11-16,en,110.0,60378584,8000000,Crime,2003,11,16,7.3,R,137817992
Paranormal Activity: The Marked Ones,2014-01-01,en,84.0,86362372,5000000,Horror,2014,1,1,5.0,R,31900000
The Elephant Man,1980-10-02,en,124.0,26010864,5000000,Drama,1980,10,2,8.1,PG,36833347
Dallas Buyers Club,2013-09-07,en,117.0,55198285,5000000,Drama,2013,9,7,8.0,R,23872033
The Lazarus Effect,2015-01-29,en,83.0,64110728,3300000,Thriller,2015,1,29,5.2,PG-13,52378584
Memento,2000-10-11,en,113.0,39723096,9000000,Mystery,2000,10,11,8.4,R,23200000
Oculus,2013-09-08,en,104.0,44030246,5000000,Horror,2013,9,8,6.5,R,81362372
Clerks II,2006-05-25,en,97.0,26888376,5000000,Comedy,2006,5,25,7.3,R,21010864
Billy Elliot,2000-05-18,en,110.0,110000000,5000000,Drama,2000,5,18,7.7,R,50198285
The Way Way Back,2013-06-06,en,103.0,23198652,4600000,Comedy,2013,6,6,7.4,PG-13,60810728
The Man from Snowy River,1982-03-02,en,104.0,20659423,3500000,Family,1982,3,2,7.3,PG,30723096
Our Idiot Brother,2011-08-26,en,90.0,17273593,10000000,Comedy,2011,8,26,6.4,R,39030246
Race,2016-02-19,en,134.0,24804129,5000000,Action,2016,2,19,7.1,PG-13,21888376
"As Above, So Below",2014-08-14,en,93.0,40100000,5000000,Horror,2014,8,14,6.2,R,105000000
Still Alice,2014-12-05,en,99.0,43884652,5000000,Drama,2014,12,5,7.5,PG-13,18598652
Nighthawks,1981-03-17,en,99.0,19905359,5000000,Action,1981,3,17,6.4,R,17159423
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,en,100.0,14000000,5000000,Horror,1989,7,28,4.6,R,7273593
My Big Fat Greek Wedding,2002-02-22,en,95.0,368744044,5000000,Comedy,2002,2,22,6.5,PG,19804129
Spring Breakers,2013-01-24,en,94.0,31724284,5000000,Drama,2013,1,24,5.3,R,35100000
Halloween: The Curse of Michael Myers,1995-09-29,en,88.0,15116634,5000000,Horror,1995,9,29,4.9,R,38884652
Y tu mamá también,2001-06-08,es,106.0,33616692,5000000,Drama,2001,6,8,7.6,R,10000000
Shaun of the Dead,2004-04-09,en,99.0,30039392,4000000,Horror,2004,4,9,7.9,R,14905359
Lone Star,1996-06-21,en,135.0,13269963,5000000,Drama,1996,6,21,7.4,R,9000000
Halloween 4: The Return of Michael Myers,1988-10-21,en,88.0,17768757,5000000,Horror,1988,10,21,5.9,R,363744044
Lone Wolf McQuade,1983-04-14,en,107.0,12232628,5000000,Action,1983,4,14,6.4,PG,26724284
Apollo 18,2011-07-20,en,86.0,25562924,5000000,Horror,2011,7,20,5.2,PG-13,10116634
Sunshine Cleaning,2008-01-18,en,102.0,16174377,5000000,Comedy,2008,1,18,6.8,R,28616692
No Escape,2015-08-26,en,103.0,54418872,5000000,Action,2015,8,26,6.8,R,26039392
Fifty Shades of Black,2016-01-28,en,92.0,21164799,20000000,Romance,2016,1,28,3.5,R,8269963
Les Invasions barbares,2003-05-21,fr,99.0,3432342,8000000,Comedy,2003,5,21,No Rating,No Rating,12768757
Force 10 from Navarone,1978-11-01,en,118.0,7230000,5000000,Action,1978,11,1,6.4,PG,7232628
C'era una volta il West,1968-12-21,it,175.0,5321508,5000000,Western,1968,12,21,No Rating,No Rating,20562924
Made,2001-07-13,en,94.0,5476060,5000000,Action,2001,7,13,6.4,R,11174377
Moon,2009-06-12,en,97.0,9760104,5000000,Science,2009,6,12,7.9,R,49418872
Sea Rex 3D: Journey to a Prehistoric World,2010-05-14,en,41.0,4074023,5000000,Documentary,2010,5,14,6.7,Not Rated,7200000
The Sweet Hereafter,1997-05-14,en,112.0,3263585,5000000,Drama,1997,5,14,7.5,R,1164799
Des hommes et des dieux,2010-05-18,fr,120.0,41424067,4000000,Drama,2010,5,18,N/A,N/A,-4567658
Bottle Shock,2008-08-06,en,110.0,4040588,5000000,Comedy,2008,8,6,6.8,PG-13,2230000
Heavenly Creatures,1994-09-02,en,99.0,3049135,5000000,Drama,1994,9,2,7.3,R,321508
90 Minutes in Heaven,2015-09-11,en,121.0,4842699,5000000,Drama,2015,9,11,4.8,PG-13,476060
Everything Must Go,2010-10-15,en,97.0,2614773,5000000,Comedy,2010,10,15,6.4,R,4760104
Zero Effect,1998-01-30,en,116.0,1980338,5000000,Comedy,1998,1,30,6.9,R,-925977
The Machinist,2004-02-09,en,101.0,8203235,5000000,Thriller,2004,2,9,7.7,R,-1736415
Kill the Messenger,2014-10-09,en,112.0,2450846,5000000,Thriller,2014,10,9,6.9,R,37424067
Rabbit Hole,2010-12-16,en,91.0,5129058,5000000,Drama,2010,12,16,7.0,PG-13,-959412
Green Room,2016-04-15,en,95.0,3220371,5000000,Horror,2016,4,15,7.0,R,-1950865
Tucker and Dale vs Evil,2010-01-22,en,89.0,5476793,5000000,Comedy,2010,1,22,7.5,R,-157301
The Visit,2015-09-10,en,94.0,98450062,5000000,Horror,2015,9,10,6.2,PG-13,-2385227
Soul Kitchen,2009-09-09,de,99.0,17872796,5000000,Drama,2009,9,9,7.3,N/A,-3019662
Hostel,2005-01-06,en,94.0,80578934,4800000,Horror,2005,1,6,5.9,R,3203235
Take Shelter,2011-11-25,en,120.0,3099314,5000000,Thriller,2011,11,25,7.4,R,-2549154
The Texas Chainsaw Massacre 2,1986-08-22,en,101.0,8025872,4700000,Horror,1986,8,22,5.6,Unrated,129058
Pat Garrett & Billy the Kid,1973-05-23,en,106.0,11000000,4638783,Western,1973,5,23,7.3,R,-1779629
Only God Forgives,2013-05-30,en,90.0,10337387,4800000,Drama,2013,5,30,5.7,R,476793
Police Academy,1984-03-22,en,96.0,146198896,4500000,Comedy,1984,3,22,6.7,R,93450062
The Blue Lagoon,1980-07-05,en,104.0,58853106,4500000,Romance,1980,7,5,5.8,R,12872796
Four Weddings and a Funeral,1994-03-09,en,117.0,254700832,6000000,Comedy,1994,3,9,7.0,R,75778934
Fast Times at Ridgemont High,1982-08-13,en,90.0,27092880,4500000,Comedy,1982,8,13,7.2,R,-1900686
25th Hour,2002-12-16,en,135.0,13060843,15000000,Crime,2002,12,16,7.6,R,3325872
Bound,1996-09-13,en,108.0,7011317,4500000,Crime,1996,9,13,7.3,R,6361217
Requiem for a Dream,2000-10-27,en,102.0,7390108,4500000,Crime,2000,10,27,8.3,R,5537387
Moms' Night Out,2014-03-25,en,98.0,10429707,5000000,Comedy,2014,3,25,5.4,PG,141698896
Donnie Darko,2001-01-18,en,113.0,1270522,6000000,Fantasy,2001,1,18,8.0,R,54353106
